productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extAttack3
84002,Bronzor,Bronzor,https://tcgplayer-cdn.tcgplayer.com/product/84002_200w.jpg,3,1390,https://cpt.tcgcsv.com/3DH,2023-09-25T20:10:21.673,1,52/100,Common,Psychic,50,Basic,,"[1] Hypnosis
<br>
The Defending Pokémon is now Asleep.",P+10,F-20,1,0.24,1.0,2.5,1.49,0.3,Reverse Holofoil,"[P] Confuse Ray (10)
<br>
Flip a coin. If heads, the Defending Pokémon is now Confused.",
84039,Buneary,Buneary,https://tcgplayer-cdn.tcgplayer.com/product/84039_200w.jpg,3,1390,https://cpt.tcgcsv.com/PDH,2023-09-25T20:10:25.58,1,53/100,Common,Colorless,50,Basic,,"[0] Drawup Power
<br>
Search your deck for an Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",F+10,,1,0.19,0.45,1.5,0.54,0.39,Normal,"[1] Extend Ears (10)
<br>
Remove 1 damage counter from each of your Benched Pokémon.",
84039,Buneary,Buneary,https://tcgplayer-cdn.tcgplayer.com/product/84039_200w.jpg,3,1390,https://cpt.tcgcsv.com/PDH,2023-09-25T20:10:25.58,1,53/100,Common,Colorless,50,Basic,,"[0] Drawup Power
<br>
Search your deck for an Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",F+10,,1,1.0,1.95,3.5,1.61,,Reverse Holofoil,"[1] Extend Ears (10)
<br>
Remove 1 damage counter from each of your Benched Pokémon.",
84054,Burmy Sandy Cloak,Burmy Sandy Cloak,https://tcgplayer-cdn.tcgplayer.com/product/84054_200w.jpg,3,1390,https://cpt.tcgcsv.com/6FH,2026-02-17T17:28:54.01,1,54/100,Common,Grass,50,Basic,,"[1] Iron Defense
<br>
Flip a coin. If heads, prevent all effects of an attack, including damage, done to Burmy Sandy Cloak during your opponent's next turn.",R+10,,1,0.08,0.3,1.0,0.27,0.2,Normal,[1F] Tackle (30),
84054,Burmy Sandy Cloak,Burmy Sandy Cloak,https://tcgplayer-cdn.tcgplayer.com/product/84054_200w.jpg,3,1390,https://cpt.tcgcsv.com/6FH,2026-02-17T17:28:54.01,1,54/100,Common,Grass,50,Basic,,"[1] Iron Defense
<br>
Flip a coin. If heads, prevent all effects of an attack, including damage, done to Burmy Sandy Cloak during your opponent's next turn.",R+10,,1,0.68,2.0,7.34,1.97,,Reverse Holofoil,[1F] Tackle (30),
84086,Call Energy,Call Energy,https://tcgplayer-cdn.tcgplayer.com/product/84086_200w.jpg,3,1390,https://cpt.tcgcsv.com/LFH,2023-09-25T20:15:11.907,1,92/100,Uncommon,Special Energy,,,"Call Energy provides Colorless Energy. Once during your turn, if the Pokémon Call Energy is attached to is your Active Pokémon, you may search your deck for up to 2 Basic Pokémon and put them onto your Bench. If you do, shuffle your deck and your turn ends.",,,,,12.0,15.11,25.0,15.47,,Normal,,
84086,Call Energy,Call Energy,https://tcgplayer-cdn.tcgplayer.com/product/84086_200w.jpg,3,1390,https://cpt.tcgcsv.com/LFH,2023-09-25T20:15:11.907,1,92/100,Uncommon,Special Energy,,,"Call Energy provides Colorless Energy. Once during your turn, if the Pokémon Call Energy is attached to is your Active Pokémon, you may search your deck for up to 2 Basic Pokémon and put them onto your Bench. If you do, shuffle your deck and your turn ends.",,,,,15.59,22.8,29.99,13.97,,Reverse Holofoil,,
84240,Chatot,Chatot,https://tcgplayer-cdn.tcgplayer.com/product/84240_200w.jpg,3,1390,https://cpt.tcgcsv.com/QJH,2025-11-13T05:29:45.467,1,55/100,Common,Colorless,60,Basic,,"[0] Mimic
<br>
Shuffle your hand into your deck. Then, draw a number of cards equal to the number of cards in your opponent's hand.",L+20,F-20,,0.24,0.93,5.0,1.03,1.29,Normal,"[2] Chatter (20)
<br>
The Defending Pokémon can't retreat during your opponent's next turn.",
84240,Chatot,Chatot,https://tcgplayer-cdn.tcgplayer.com/product/84240_200w.jpg,3,1390,https://cpt.tcgcsv.com/QJH,2025-11-13T05:29:45.467,1,55/100,Common,Colorless,60,Basic,,"[0] Mimic
<br>
Shuffle your hand into your deck. Then, draw a number of cards equal to the number of cards in your opponent's hand.",L+20,F-20,,2.0,2.58,4.79,2.48,,Reverse Holofoil,"[2] Chatter (20)
<br>
The Defending Pokémon can't retreat during your opponent's next turn.",
84284,Chimchar (56),Chimchar 56,https://tcgplayer-cdn.tcgplayer.com/product/84284_200w.jpg,3,1390,https://cpt.tcgcsv.com/JKH,2023-09-25T20:10:36.5,1,56/100,Common,Fire,40,Basic,,[R] Flare (20),W+10,,1,0.2,0.36,0.99,0.5,,Normal,"[2] Lunge (40)
<br>
Flip a coin. If tails, this attack does nothing.",
84284,Chimchar (56),Chimchar 56,https://tcgplayer-cdn.tcgplayer.com/product/84284_200w.jpg,3,1390,https://cpt.tcgcsv.com/JKH,2023-09-25T20:10:36.5,1,56/100,Common,Fire,40,Basic,,[R] Flare (20),W+10,,1,0.73,3.46,12.99,3.09,,Reverse Holofoil,"[2] Lunge (40)
<br>
Flip a coin. If tails, this attack does nothing.",
84285,Chimchar (57),Chimchar 57,https://tcgplayer-cdn.tcgplayer.com/product/84285_200w.jpg,3,1390,https://cpt.tcgcsv.com/KKH,2023-09-25T20:10:40.057,1,57/100,Common,Fire,50,Basic,"<strong>Cheri Berry</strong> — If Chimchar is Paralyzed, remove the Special Condition Paralyzed from Chimchar at the end of each player's turn.","[1] Fury Swipes (10x)
<br>
Flip 3 coins. This attack does 10 damage times the number of heads.",W+10,,1,0.25,0.65,1.99,0.77,,Normal,,
84285,Chimchar (57),Chimchar 57,https://tcgplayer-cdn.tcgplayer.com/product/84285_200w.jpg,3,1390,https://cpt.tcgcsv.com/KKH,2023-09-25T20:10:40.057,1,57/100,Common,Fire,50,Basic,"<strong>Cheri Berry</strong> — If Chimchar is Paralyzed, remove the Special Condition Paralyzed from Chimchar at the end of each player's turn.","[1] Fury Swipes (10x)
<br>
Flip 3 coins. This attack does 10 damage times the number of heads.",W+10,,1,4.39,5.19,6.3,6.0,,Reverse Holofoil,,
84314,Chingling,Chingling,https://tcgplayer-cdn.tcgplayer.com/product/84314_200w.jpg,3,1390,https://cpt.tcgcsv.com/jLH,2023-09-25T20:10:43.427,1,58/100,Common,Psychic,40,Basic,"<strong>Poké-POWER — Baby Evolution</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may put Chimecho from your hand onto Chingling (this counts as evolving Chingling) and remove all damage counters from Chingling.","[0] Uproar
<br>
Flip a coin. If heads, this attack does 10 damage to each of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",P+10,,1,2.28,3.86,8.99,3.86,,Normal,,
84314,Chingling,Chingling,https://tcgplayer-cdn.tcgplayer.com/product/84314_200w.jpg,3,1390,https://cpt.tcgcsv.com/jLH,2023-09-25T20:10:43.427,1,58/100,Common,Psychic,40,Basic,"<strong>Poké-POWER — Baby Evolution</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may put Chimecho from your hand onto Chingling (this counts as evolving Chingling) and remove all damage counters from Chingling.","[0] Uproar
<br>
Flip a coin. If heads, this attack does 10 damage to each of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",P+10,,1,3.79,6.1,44.0,8.16,,Reverse Holofoil,,
84393,Combee,Combee,https://tcgplayer-cdn.tcgplayer.com/product/84393_200w.jpg,3,1390,https://cpt.tcgcsv.com/TMH,2025-12-10T22:39:43.437,1,59/100,Common,Grass,50,Basic,,"[1] Honey Scent
<br>
Remove 2 damage counters from 1 of your Pokémon.",R+10,F-20,1,0.1,0.34,1.0,0.38,,Normal,"[GG] Flitter
<br>
Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. This attack's damage isn't affected by Weakness or Resistance.",
84393,Combee,Combee,https://tcgplayer-cdn.tcgplayer.com/product/84393_200w.jpg,3,1390,https://cpt.tcgcsv.com/TMH,2025-12-10T22:39:43.437,1,59/100,Common,Grass,50,Basic,,"[1] Honey Scent
<br>
Remove 2 damage counters from 1 of your Pokémon.",R+10,F-20,1,0.75,2.5,5.0,3.99,2.99,Reverse Holofoil,"[GG] Flitter
<br>
Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. This attack's damage isn't affected by Weakness or Resistance.",
84468,Cresselia,Cresselia,https://tcgplayer-cdn.tcgplayer.com/product/84468_200w.jpg,3,1390,https://cpt.tcgcsv.com/nPH,2023-09-25T19:19:39.027,1,2/100,Holo Rare,Psychic,70,Basic,,"[1] Future Sight
<br>
Look at the top 5 cards of either player's deck and put them back on top of that player's deck in any order.",P+20,,1,9.75,11.99,35.0,12.3,,Holofoil,"[1PP] Healing Light (40)
<br>
Remove 1 damage counter from each of your Pokémon.",
84468,Cresselia,Cresselia,https://tcgplayer-cdn.tcgplayer.com/product/84468_200w.jpg,3,1390,https://cpt.tcgcsv.com/nPH,2023-09-25T19:19:39.027,1,2/100,Holo Rare,Psychic,70,Basic,,"[1] Future Sight
<br>
Look at the top 5 cards of either player's deck and put them back on top of that player's deck in any order.",P+20,,1,6.0,7.36,22.06,14.99,,Reverse Holofoil,"[1PP] Healing Light (40)
<br>
Remove 1 damage counter from each of your Pokémon.",
84474,Croagunk,Croagunk,https://tcgplayer-cdn.tcgplayer.com/product/84474_200w.jpg,3,1390,https://cpt.tcgcsv.com/vPH,2023-09-25T20:10:50.507,1,60/100,Common,Psychic,60,Basic,,[1] Light Punch (10),P+10,,1,0.05,0.25,1.49,0.19,0.2,Normal,"[P] Poison Sting
<br>
Flip a coin. If heads, the Defending Pokémon is now Poisoned.",
84474,Croagunk,Croagunk,https://tcgplayer-cdn.tcgplayer.com/product/84474_200w.jpg,3,1390,https://cpt.tcgcsv.com/vPH,2023-09-25T20:10:50.507,1,60/100,Common,Psychic,60,Basic,,[1] Light Punch (10),P+10,,1,0.3,1.58,5.0,1.5,,Reverse Holofoil,"[P] Poison Sting
<br>
Flip a coin. If heads, the Defending Pokémon is now Poisoned.",
84691,Darkness Energy,Darkness Energy,https://tcgplayer-cdn.tcgplayer.com/product/84691_200w.jpg,3,1390,https://cpt.tcgcsv.com/RTH,2025-12-10T22:40:14.08,1,93/100,Uncommon,Special Energy,,,"If the Pokémon Darkness Energy is attached to attacks, the attack does 10 more damage to the Active Pokémon <em>(before applying Weakness and Resistance)</em>. Ignore this effect if the Pokémon that Darkness Energy is attached to isn't Darkness. Darkness Energy provides Darkness Energy. <em>(Doesn't count as a basic Energy card.)</em>",,,,,0.36,0.79,2.97,0.86,1.74,Normal,,
84691,Darkness Energy,Darkness Energy,https://tcgplayer-cdn.tcgplayer.com/product/84691_200w.jpg,3,1390,https://cpt.tcgcsv.com/RTH,2025-12-10T22:40:14.08,1,93/100,Uncommon,Special Energy,,,"If the Pokémon Darkness Energy is attached to attacks, the attack does 10 more damage to the Active Pokémon <em>(before applying Weakness and Resistance)</em>. Ignore this effect if the Pokémon that Darkness Energy is attached to isn't Darkness. Darkness Energy provides Darkness Energy. <em>(Doesn't count as a basic Energy card.)</em>",,,,,1.27,1.79,3.55,3.99,1.32,Reverse Holofoil,,
84700,Darkrai,Darkrai,https://tcgplayer-cdn.tcgplayer.com/product/84700_200w.jpg,3,1390,https://cpt.tcgcsv.com/0VH,2025-12-10T22:42:58.527,1,3/100,Holo Rare,Darkness,80,Basic,"<strong>Poké-POWER — Darkness Shade</strong>
<br>
Once during your turn, when you put Darkrai from your hand onto your Bench, you may choose 1 of the Defending Pokémon. That Pokémon is now Asleep.","[D] Dark Slumber (10)
<br>
At the end of your opponent's next turn, the Defending Pokémon is now Asleep.",F+20,P-20,2,33.95,34.99,49.99,31.86,,Holofoil,"[1DD] Dark Resolve (40)
<br>
If the Defending Pokémon is Asleep, remove 4 damage counters from Darkrai.",
84700,Darkrai,Darkrai,https://tcgplayer-cdn.tcgplayer.com/product/84700_200w.jpg,3,1390,https://cpt.tcgcsv.com/0VH,2025-12-10T22:42:58.527,1,3/100,Holo Rare,Darkness,80,Basic,"<strong>Poké-POWER — Darkness Shade</strong>
<br>
Once during your turn, when you put Darkrai from your hand onto your Bench, you may choose 1 of the Defending Pokémon. That Pokémon is now Asleep.","[D] Dark Slumber (10)
<br>
At the end of your opponent's next turn, the Defending Pokémon is now Asleep.",F+20,P-20,2,23.99,37.0,50.0,16.58,,Reverse Holofoil,"[1DD] Dark Resolve (40)
<br>
If the Defending Pokémon is Asleep, remove 4 damage counters from Darkrai.",
84723,Dawn Stadium,Dawn Stadium,https://tcgplayer-cdn.tcgplayer.com/product/84723_200w.jpg,3,1390,https://cpt.tcgcsv.com/tVH,2025-11-13T05:31:07.537,1,79/100,Uncommon,Stadium,,,"This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.
<br>
Whenever any player attached an Energy card from his or her hand to Grass Pokémon or Water Pokémon, remove 1 damage counter and all Special Conditions from that Pokémon.",,,,,2.15,3.87,9.99,4.25,,Normal,,
84723,Dawn Stadium,Dawn Stadium,https://tcgplayer-cdn.tcgplayer.com/product/84723_200w.jpg,3,1390,https://cpt.tcgcsv.com/tVH,2025-11-13T05:31:07.537,1,79/100,Uncommon,Stadium,,,"This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.
<br>
Whenever any player attached an Energy card from his or her hand to Grass Pokémon or Water Pokémon, remove 1 damage counter and all Special Conditions from that Pokémon.",,,,,9.6,12.79,29.99,14.96,,Reverse Holofoil,,
84800,Dialga,Dialga,https://tcgplayer-cdn.tcgplayer.com/product/84800_200w.jpg,3,1390,https://cpt.tcgcsv.com/0XH,2025-12-10T22:41:13.597,1,4/100,Holo Rare,Metal,100,Basic,"<strong>Adamant Orb</strong> — If an Active Pokémon has Weakness to Metal type, Dialga's attacks do 20 more damage to that Pokémon <em>(before applying Weakness and Resistance)</em>.","[M] Time Shift
<br>
Draw cards until you have 6 cards in your hand.",R+20,P-20,3,28.0,47.94,64.3,33.0,46.13,Holofoil,"[2MM] Diamond Blast (60+)
<br>
Flip a coin. If heads, this attack does 60 damage plus 20 more damage.",
84800,Dialga,Dialga,https://tcgplayer-cdn.tcgplayer.com/product/84800_200w.jpg,3,1390,https://cpt.tcgcsv.com/0XH,2025-12-10T22:41:13.597,1,4/100,Holo Rare,Metal,100,Basic,"<strong>Adamant Orb</strong> — If an Active Pokémon has Weakness to Metal type, Dialga's attacks do 20 more damage to that Pokémon <em>(before applying Weakness and Resistance)</em>.","[M] Time Shift
<br>
Draw cards until you have 6 cards in your hand.",R+20,P-20,3,13.37,19.99,20.86,19.95,,Reverse Holofoil,"[2MM] Diamond Blast (60+)
<br>
Flip a coin. If heads, this attack does 60 damage plus 20 more damage.",
84868,Dome Fossil,Dome Fossil,https://tcgplayer-cdn.tcgplayer.com/product/84868_200w.jpg,3,1390,https://cpt.tcgcsv.com/nZH,2023-09-25T20:14:11.92,1,89/100,Common,Item,50,,"Play Dome Fossil as if it were a Colorless Basic Pokémon. (Dome Fossil counts as a Trainer card as well, but if Dome Fossil is Knocked Out, this counts as a Knocked Out Pokémon.) Dome Fossil can't be affected by any Special Conditions and can't retreat. At any time during your turn before your attack, you may discard Dome Fossil from play. (This doesn't count as a Knocked Out Pokémon.)
<br>
<strong>Poké-Body — Rock Reaction</strong>
<br>
When you attach a Fighting Energy card from your hand to Dome Fossil (excluding effects of attacks or Poké-Powers), search your deck for a card that evolves from Dome Fossil and put it onto Dome Fossil (this counts as evolving Dome Fossil). Shuffle your deck afterward.",,,,,0.1,0.32,1.96,0.3,,Normal,,
84868,Dome Fossil,Dome Fossil,https://tcgplayer-cdn.tcgplayer.com/product/84868_200w.jpg,3,1390,https://cpt.tcgcsv.com/nZH,2023-09-25T20:14:11.92,1,89/100,Common,Item,50,,"Play Dome Fossil as if it were a Colorless Basic Pokémon. (Dome Fossil counts as a Trainer card as well, but if Dome Fossil is Knocked Out, this counts as a Knocked Out Pokémon.) Dome Fossil can't be affected by any Special Conditions and can't retreat. At any time during your turn before your attack, you may discard Dome Fossil from play. (This doesn't count as a Knocked Out Pokémon.)
<br>
<strong>Poké-Body — Rock Reaction</strong>
<br>
When you attach a Fighting Energy card from your hand to Dome Fossil (excluding effects of attacks or Poké-Powers), search your deck for a card that evolves from Dome Fossil and put it onto Dome Fossil (this counts as evolving Dome Fossil). Shuffle your deck afterward.",,,,,0.6,1.7,2.84,2.99,0.55,Reverse Holofoil,,
84955,Drifloon,Drifloon,https://tcgplayer-cdn.tcgplayer.com/product/84955_200w.jpg,3,1390,https://cpt.tcgcsv.com/7_H,2025-11-13T05:32:11.057,1,61/100,Common,Psychic,60,Basic,,"[0] Delivery
<br>
Flip a coin. If heads, put any 1 card from your discard pile into your hand.",D+10,C-20,1,0.07,0.34,5.0,0.42,0.42,Normal,"[P] Reaction (20)
<br>
Switch Drifloon with 1 of your Benched Pokémon.",
84955,Drifloon,Drifloon,https://tcgplayer-cdn.tcgplayer.com/product/84955_200w.jpg,3,1390,https://cpt.tcgcsv.com/7_H,2025-11-13T05:32:11.057,1,61/100,Common,Psychic,60,Basic,,"[0] Delivery
<br>
Flip a coin. If heads, put any 1 card from your discard pile into your hand.",D+10,C-20,1,0.15,1.74,4.99,1.16,,Reverse Holofoil,"[P] Reaction (20)
<br>
Switch Drifloon with 1 of your Benched Pokémon.",
85035,Dusk Ball,Dusk Ball,https://tcgplayer-cdn.tcgplayer.com/product/85035_200w.jpg,3,1390,https://cpt.tcgcsv.com/K0J,2025-11-13T22:16:41.757,1,80/100,Uncommon,Trainer,,,"Look at the 7 cards from the bottom of your deck. Choose 1 Pokémon you find there, show it to your opponent, and put it into your hand. Put the remaining cards back on top of your deck. Shuffle your deck afterward.",,,,,0.04,0.33,1.97,0.42,0.3,Normal,,
85035,Dusk Ball,Dusk Ball,https://tcgplayer-cdn.tcgplayer.com/product/85035_200w.jpg,3,1390,https://cpt.tcgcsv.com/K0J,2025-11-13T22:16:41.757,1,80/100,Uncommon,Trainer,,,"Look at the 7 cards from the bottom of your deck. Choose 1 Pokémon you find there, show it to your opponent, and put it into your hand. Put the remaining cards back on top of your deck. Shuffle your deck afterward.",,,,,1.72,3.75,5.0,3.97,,Reverse Holofoil,,
85084,Eevee (62),Eevee 62,https://tcgplayer-cdn.tcgplayer.com/product/85084_200w.jpg,3,1390,https://cpt.tcgcsv.com/J2J,2023-09-25T20:10:57.193,1,62/100,Common,Colorless,60,Basic,,"[1] Call for Family
<br>
Search your deck for as many Eevees as you like and put them onto your Bench. Shuffle your deck afterward.",F+10,,1,1.0,1.87,7.5,2.76,,Normal,"[1] Lunge (20)
<br>
Flip a coin. If tails, this attack does nothing.",
85085,Eevee (63),Eevee 63,https://tcgplayer-cdn.tcgplayer.com/product/85085_200w.jpg,3,1390,https://cpt.tcgcsv.com/K2J,2026-02-17T17:29:44.65,1,63/100,Common,Colorless,60,Basic,,[0] Gnaw (10),F+10,,1,0.75,1.4,9.99,6.85,,Normal,"[1] Sand Attack
<br>
If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",
85085,Eevee (63),Eevee 63,https://tcgplayer-cdn.tcgplayer.com/product/85085_200w.jpg,3,1390,https://cpt.tcgcsv.com/K2J,2026-02-17T17:29:44.65,1,63/100,Common,Colorless,60,Basic,,[0] Gnaw (10),F+10,,1,99.99,99.99,99.99,42.99,,Reverse Holofoil,"[1] Sand Attack
<br>
If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",
85140,Electrike,Electrike,https://tcgplayer-cdn.tcgplayer.com/product/85140_200w.jpg,3,1390,https://cpt.tcgcsv.com/Q3J,2023-09-25T20:11:03.657,1,64/100,Common,Lightning,60,Basic,,"[L] Random Spark
<br>
Choose 1 of your opponent's Pokémon. This attack does 10 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",F+10,M-20,1,0.08,0.25,1.49,0.25,0.2,Normal,[2] Tackle (20),
